id,time,targetX,targetY,outputEvalX,outputEvalY,outputApplyX,outputApplyY,outputEvalNopolX,outputEvalNopolY,headX,headY,headZ,headi,headj,headk,headw,ellipseX,ellipseY
0,45358,2.08304,-73.2355,-13.7541,-70.3061,1.4731e+35,1.6389,-3.32913,-100.402,17.9726,45.5191,62.139,-0.0167315,0.987019,0.159471,-0.00909412,301.269,275.828
1,45368,1.70994,-72.4383,-13.7541,-70.3061,1.4731e+35,1.6389,-3.32913,-100.402,17.9612,45.5493,62.1676,-0.0161118,0.987467,0.156667,-0.0102186,301.269,275.828
2,45388,1.20619,-73.8304,-13.7541,-70.3061,1.4731e+35,1.6389,-3.32913,-100.402,17.935,45.5815,62.2469,-0.0144697,0.986758,0.161135,-0.0116421,301.269,275.828
3,45388,1.20619,-73.8304,-13.7541,-70.3061,-13.4578,-71.4452,-3.32913,-100.402,17.935,45.5815,62.2469,-0.0144697,0.986758,0.161135,-0.0116421,301.552,278.402
4,45426,0.656863,-74.201,-13.7541,-70.3061,-13.4578,-71.4452,-3.32913,-100.402,17.9239,45.5842,62.2489,-0.0135427,0.986558,0.16228,-0.0136226,306.783,284.022
5,45426,0.335815,-74.5782,-13.7541,-70.3061,-13.4578,-71.4452,-3.32913,-100.402,17.9071,45.5972,62.259,-0.0130821,0.986363,0.163401,-0.0147516,306.783,284.022
6,45438,0.0605614,-74.5851,-13.7541,-70.3061,-13.4578,-71.4452,-3.32913,-100.402,17.889,45.5927,62.2551,-0.0126157,0.986352,0.163424,-0.015603,306.783,284.022
7,45458,-0.839493,-73.8411,-13.7541,-70.3061,-13.4578,-71.4452,-3.32913,-100.402,17.8661,45.5707,62.2605,-0.012027,0.986682,0.161086,-0.0191018,306.783,284.022
8,45618,-8.16437,-68.0048,-13.7541,-70.3061,-13.4578,-71.4452,-3.32913,-100.402,17.6004,45.1708,62.2073,0.00136642,0.988671,0.143709,-0.0433153,320.598,278.497
9,45638,-9.11051,-67.8989,-13.7541,-70.3061,-13.4578,-71.4452,-3.32913,-100.402,17.5875,45.1765,62.2502,0.00489118,0.988589,0.143431,-0.045786,320.598,278.497
10,45659,-10.1326,-67.8279,-9.02725,-67.4785,-8.4535,-67.0869,182.779,63.4286,17.5741,45.1884,62.2519,0.00791651,0.988469,0.143104,-0.0488689,326.067,273.674
11,45658,-9.84719,-67.9832,-9.02725,-67.4785,-8.4535,-67.0869,182.779,63.4286,17.5708,45.1801,62.2839,0.00683908,0.988423,0.143751,-0.048044,326.067,273.674
12,45688,-11.1481,-67.7465,-9.02725,-67.4785,-8.4535,-67.0869,182.779,63.4286,17.5644,45.197,62.2532,0.0109417,0.98833,0.142776,-0.0519508,326.067,273.674
13,45708,-11.7556,-69.143,-9.02725,-67.4785,-8.4535,-67.0869,182.779,63.4286,17.5585,45.2079,62.2528,0.0130105,0.987529,0.147507,-0.0534649,326.067,273.674
14,45825,-16.4763,-69.692,-15.1826,-67.4042,-15.0563,-67.1537,4.9385,-27.5103,17.4746,45.3446,62.3746,0.0221805,0.986239,0.148385,-0.0694484,340.949,274.323
